Geographic Area,Student Subgroup,Scenario (Percent of dropouts who graduate),Combined increased annual earnings ($),Increased Investment ($),Increased Spending ($),Increased state tax revenue ($),Increased Value of Home Sales ($),Increased Value of Vehicle Sales ($),New Jobs Created,Growth in GDP ($)
"Poughkeepsie-Newburgh-Middletown, NY",American Indian or Alaska Native,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Poughkeepsie-Newburgh-Middletown, NY",Asian/Pacific Islander,75%,872424.01,276553.04,595870.97,105608.66,1992170,61173.81,6.461305876,1131148.6
"Poughkeepsie-Newburgh-Middletown, NY",Hispanic,75%,5765124.36,1631993.56,4133130.79,701624.17,12984389.74,464723.95,43.38855601,7491188.51
"Poughkeepsie-Newburgh-Middletown, NY",Black,75%,6811541.19,1934063.31,4877477.88,815551.53,14758087.89,574721.32,51.24325181,8850410.26
"Poughkeepsie-Newburgh-Middletown, NY","White, Non-Hispanic",75%,20975148.43,6571320.4,14403828.03,2635663.78,52028840.91,1433859.6,155.6197407,27202005.67
"Poughkeepsie-Newburgh-Middletown, NY",All Students,75%,27446626.31,7639636.96,19806989.35,3295732.69,59616267.63,2233009.05,207.0238388,35674959.88
"Providence-New Bedford-Fall River, RI-MA ",American Indian or Alaska Native,75%,457653.24,131441.1,326212.15,58943.89,1288363.34,40908.32,3.684097871,610820.37
"Providence-New Bedford-Fall River, RI-MA ",Asian/Pacific Islander,75%,2376147.52,718488.97,1657658.55,304741.44,6762645.18,177667.35,18.96042962,3166582.64
"Providence-New Bedford-Fall River, RI-MA ",Hispanic,75%,10028376.62,2753890.89,7274485.73,1306184.82,28574369.75,901138.5,81.31526605,13401535.53
"Providence-New Bedford-Fall River, RI-MA ",Black,75%,4086808.06,1139964.4,2946843.65,522731.18,11145775.15,380147.99,33.05575982,5459091.01
"Providence-New Bedford-Fall River, RI-MA ","White, Non-Hispanic",75%,28327480.52,8725595.52,19601885.01,3644309.32,81969322.85,2140392.21,225.2948355,37729360.76
"Providence-New Bedford-Fall River, RI-MA ",All Students,75%,39305229.67,10710439,28594790.67,4857289.53,95946864.28,3417151.6,319.0936196,52537096.43
"Provo-Orem, UT",American Indian or Alaska Native,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Provo-Orem, UT",Asian/Pacific Islander,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Provo-Orem, UT",Hispanic,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Provo-Orem, UT",Black,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Provo-Orem, UT","White, Non-Hispanic",75%,4016630.19,1201690.6,2814939.58,351840.3,13436972.63,1144357.01,35.34026416,5179900.06
"Provo-Orem, UT",All Students,75%,5582541.84,1440231.5,4142310.34,515679.04,21126317.48,1506280.05,50.02035326,7216567.93
"Pueblo, CO",American Indian or Alaska Native,75%,139478.4,36288.64,103189.76,10574.52,555073.35,23286.06,1.130823849,177042.56
"Pueblo, CO",Asian/Pacific Islander,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Pueblo, CO",Hispanic,75%,2158811.47,535305.18,1623506.29,157986.07,7724595.86,398867.06,17.60993355,2741728.2
"Pueblo, CO",Black,75%,69396.97,17704.88,51692.09,5016.8,241944.16,11700.76,0.564063892,88106.92
"Pueblo, CO","White, Non-Hispanic",75%,1749162.2,490750.37,1258411.83,129081.49,6625471.17,253714.84,14.03616311,2218203.9
"Pueblo, CO",All Students,75%,4253840.31,1035757.42,3218082.9,304501.38,14232376.88,678527.13,34.77708582,5403540.59
"Racine, WI",American Indian or Alaska Native,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Racine, WI",Asian/Pacific Islander,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Racine, WI",Hispanic,75%,664244.68,182895.14,481349.54,89597.49,2008642.83,112031.59,4.094189916,809457.96
"Racine, WI",Black,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Racine, WI","White, Non-Hispanic",75%,2232190.78,686003.98,1546186.8,277145.23,5807945.49,297897.63,13.5428069,2719095.55
"Racine, WI",All Students,75%,4114881.09,1119702.09,2995179,513940.28,10512276.61,614397.98,25.40299158,5014654.24
"Raleigh-Cary, NC ",American Indian or Alaska Native,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Raleigh-Cary, NC ",Asian/Pacific Islander,75%,1001703.06,312150.81,689552.25,95689.79,2499959.3,49606.87,7.793692939,1322104.85
"Raleigh-Cary, NC ",Hispanic,75%,8481156.53,2254702.7,6226453.83,820727.79,19747964.73,522960.56,67.54393104,11237832.35
"Raleigh-Cary, NC ",Black,75%,21617759.81,5770293.99,15847465.83,2129310.41,54996202.44,1365376.05,172.0706207,28641666.5
"Raleigh-Cary, NC ","White, Non-Hispanic",75%,25356194.01,7775236.41,17580957.6,2477433.77,69061173.38,1277174.64,197.7887591,33480836.16
"Raleigh-Cary, NC ",All Students,75%,56760431.4,15289960.54,41470470.85,5470475.75,130867936,3403846.14,451.2368753,75186920.01
"Reading, PA",American Indian or Alaska Native,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Reading, PA",Asian/Pacific Islander,75%,397274.66,116587.64,280687.02,45601.06,949935.16,30475.18,3.014318792,514893.88
"Reading, PA",Hispanic,75%,6356517.81,1640755.84,4715761.97,751238.31,15520183.39,581704.71,49.13465199,8257892.55
"Reading, PA",Black,75%,1679605.76,442080.04,1237525.72,198213.78,4117818.66,158088.29,12.94865504,2181274.61
"Reading, PA","White, Non-Hispanic",75%,7216641.23,2092773.18,5123868.05,846507.22,18150635.2,556078.61,54.8572117,9355407.26
"Reading, PA",All Students,75%,14390934.05,3635163.19,10755770.86,1635798.16,31286679.72,1317430.59,111.5590178,18702450.93
"Reno-Sparks, NV",American Indian or Alaska Native,75%,1222141.72,349898.27,872243.45,87789.1,3219337.22,114301.16,8.538632718,1606992.62
"Reno-Sparks, NV",Asian/Pacific Islander,75%,1666264.8,492706.46,1173558.35,119978.3,4545299.04,142318.12,11.58443776,2189500.53
"Reno-Sparks, NV",Hispanic,75%,14333540.29,3969953.05,10363587.24,1048931.5,38923739.59,1363472.14,100.6307443,18859701.56
"Reno-Sparks, NV",Black,75%,1873195.87,534198.04,1338997.83,135874.79,5069280.96,181180.88,13.09494485,2463259.61
"Reno-Sparks, NV","White, Non-Hispanic",75%,21445343.53,6693023.6,14752319.93,1530552.86,59703667.84,1664218.56,147.8121932,28146546.42
"Reno-Sparks, NV",All Students,75%,38427517.26,10660912.66,27766604.6,2735990.61,95749505.27,3478294.63,269.7216463,50560275.92
"Richmond, VA ",American Indian or Alaska Native,75%,451238.72,127403.45,323835.27,43657.93,1400301.06,30997.85,3.457646842,592104.4
"Richmond, VA ",Asian/Pacific Islander,75%,629202.42,191932.46,437269.95,59991.14,1935407.74,36260.87,4.761653214,823877.1
"Richmond, VA ",Hispanic,75%,2219486.57,621728.22,1597758.35,214141.61,6802971.01,149182.55,17.0275344,2912958.35
"Richmond, VA ",Black,75%,27422946.42,7499143.22,19923803.2,2659455.56,84505067.35,1953406.59,211.1471422,36013501.28
"Richmond, VA ","White, Non-Hispanic",75%,22541728.59,6995221.54,15546507.05,2186028.53,73629533.58,1268631.57,170.093083,29501555.98
"Richmond, VA ",All Students,75%,50605997.4,13805338.26,36800659.13,4763448.66,141290527.3,3377782.75,389.788467,66463007.87
"Riverside-San Bernardino-Ontario, CA",American Indian or Alaska Native,75%,2981031.43,863654.46,2117376.97,368006.61,10203001.83,268881.9,26.10304079,4049541.71
"Riverside-San Bernardino-Ontario, CA",Asian/Pacific Islander,75%,7888635.78,2419961.23,5468674.56,976087.23,28452617.75,620038.13,68.40850695,10699677.31
"Riverside-San Bernardino-Ontario, CA",Hispanic,75%,135969710.5,37370020.18,98599690.36,16946415.64,464739749.3,12713385.65,1200.639211,184954853.4
"Riverside-San Bernardino-Ontario, CA",Black,75%,29300882.28,8371871.15,20929011.13,3632792.9,100935281.9,2758008.42,257.1506155,39817778.89
"Riverside-San Bernardino-Ontario, CA","White, Non-Hispanic",75%,63373385.24,19649442.12,43723943.11,7835591.47,229816773.8,4912685.39,548.5245122,85930245.79
"Riverside-San Bernardino-Ontario, CA",All Students,75%,276710511.5,76264423.66,200446087.9,33843875.77,877593647.2,24751233.77,2442.350674,376373459.4
"Roanoke, VA",American Indian or Alaska Native,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Roanoke, VA",Asian/Pacific Islander,75%,179499.49,49375.49,130124.01,16628.45,538526.86,14755.88,1.477772194,233304.48
"Roanoke, VA",Hispanic,75%,482368.47,127010.32,355358.15,44377.83,1380033.86,44584.01,3.992544172,627543.82
"Roanoke, VA",Black,75%,3439158.23,857716.82,2581441.41,325522.12,10603001.17,329159.66,28.64552597,4479152.44
"Roanoke, VA","White, Non-Hispanic",75%,8425634.03,2397918.9,6027715.14,784081.84,26136552.06,661785.37,69.06444392,10942942.37
"Roanoke, VA",All Students,75%,10943188.15,2702369.68,8240818.47,1008360.34,30472204.3,1018354.51,91.2491201,14255152.23
"Rochester, MN",American Indian or Alaska Native,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Rochester, MN",Asian/Pacific Islander,75%,586945.67,173392.53,413553.15,66772.77,1701087.58,39334.16,3.733044641,731626.02
"Rochester, MN",Hispanic,75%,766707.28,193844.84,572862.44,88772.65,2152064.88,57760.66,4.965127363,957073.26
"Rochester, MN",Black,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Rochester, MN","White, Non-Hispanic",75%,5589023.62,1616556.51,3972467.11,654893.28,17879390.76,360505.14,35.64072743,6968155.01
"Rochester, MN",All Students,75%,7401328.74,1882761.92,5518566.82,856596.26,20817983.22,567249.91,47.8990691,9238522.58
"Rochester, NY ",American Indian or Alaska Native,75%,236948.18,62594.64,174353.55,39274.78,544922.93,17693.62,2.06689251,317167.63
"Rochester, NY ",Asian/Pacific Islander,75%,872144.47,254906.41,617238.06,139864.25,1908309.36,54745.14,7.480116095,1164409.89
"Rochester, NY ",Hispanic,75%,4199891.83,1078862.09,3121029.74,664636.94,8431218.82,317140.41,36.79492884,5625526.42
"Rochester, NY ",Black,75%,9141048.84,2343298.35,6797750.49,1453651.24,18591559.45,712729.5,80.10922041,12244529.95
"Rochester, NY ","White, Non-Hispanic",75%,19518381.77,5703156.58,13815225.19,3164934.17,43959374.46,1219017.63,167.4114447,26059405.45
"Rochester, NY ",All Students,75%,28893101.12,7394008.95,21499092.17,4591634.53,58615841.81,2138117.42,253.27601,38704165.33
"Rockford, IL",American Indian or Alaska Native,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Rockford, IL",Asian/Pacific Islander,75%,294323.52,82692.42,211631.11,40364.89,872352.26,26926.17,2.261504483,377506.16
"Rockford, IL",Hispanic,75%,3716808.85,968964.49,2747844.36,494312.87,10198218.58,397553.91,28.88890175,4773040.32
"Rockford, IL",Black,75%,5603605.42,1436345.5,4167259.93,792726.37,17242343.25,628755.37,43.66138713,7197900.3
"Rockford, IL","White, Non-Hispanic",75%,9851561.77,2867477.25,6984084.52,1349465.7,29386276.96,894944.51,75.26039537,12628201.65
"Rockford, IL",All Students,75%,17786905.11,4515601.78,13271303.33,2362056.32,48353613.79,1861829.88,138.7806763,22850845.36
"Sacramento--Arden-Arcade--Roseville, CA",American Indian or Alaska Native,75%,2015141.77,576697.79,1438443.98,244963.59,6835656.57,117271.11,14.55603212,2677562.22
"Sacramento--Arden-Arcade--Roseville, CA",Asian/Pacific Islander,75%,7453810.02,2219267.35,5234542.66,903733.87,25834606.47,400936.17,53.47656698,9894006.82
"Sacramento--Arden-Arcade--Roseville, CA",Hispanic,75%,22570196.81,6218354.19,16351842.63,2757858.93,75902923.22,1331389.28,164.0520097,30017557.8
"Sacramento--Arden-Arcade--Roseville, CA",Black,75%,12620258.64,3549312.67,9070945.97,1529750.78,41703871.96,766820.65,91.42449504,16776075.12
"Sacramento--Arden-Arcade--Roseville, CA","White, Non-Hispanic",75%,37725881.55,11729448.72,25996432.83,4580673.89,136281528.6,1880757.62,268.5548853,50018520.81
"Sacramento--Arden-Arcade--Roseville, CA",All Students,75%,109900049.4,30374540.86,79525508.55,13190277.99,342846084.7,6370945.13,798.4054067,146151994
"Saginaw-Saginaw Township North, MI",American Indian or Alaska Native,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Saginaw-Saginaw Township North, MI",Asian/Pacific Islander,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Saginaw-Saginaw Township North, MI",Hispanic,75%,1615511.37,368337.2,1247174.18,160627.36,4207808.95,143132.86,12.99741987,2052229.48
"Saginaw-Saginaw Township North, MI",Black,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Saginaw-Saginaw Township North, MI","White, Non-Hispanic",75%,3341041.13,875053.99,2465987.14,346426,10326118.66,248698.33,26.45749377,4236574.73
"Saginaw-Saginaw Township North, MI",All Students,75%,9304251.8,2063735.4,7240516.4,926990.66,24112706.87,815397.36,75.07127358,11823341.05
"St. Joseph, MO",American Indian or Alaska Native,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"St. Joseph, MO",Asian/Pacific Islander,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"St. Joseph, MO",Hispanic,75%,96804.85,22427.7,74377.16,7337.87,172594.71,8746.48,0.733999646,121366.76
"St. Joseph, MO",Black,75%,129959.68,30788.36,99171.32,9835.93,234116.5,12126.77,0.982903002,162899.67
"St. Joseph, MO","White, Non-Hispanic",75%,1739224.29,469039.34,1270184.96,132244.48,3597816.87,134364.79,12.9454648,2177187.96
"St. Joseph, MO",All Students,75%,1671428.67,387001.6,1284427.07,128055.07,3168358.18,152891.95,12.67406451,2095525.29
"St. Louis, MO-IL",American Indian or Alaska Native,75%,365241.96,100041.24,265200.72,37104.29,782874.93,25237.46,3.195699619,500090.7
"St. Louis, MO-IL",Asian/Pacific Islander,75%,1224129.05,369901.84,854227.22,123361.78,2740487.29,67941.78,10.51735632,1670246.47
"St. Louis, MO-IL",Hispanic,75%,2091960.08,570456.04,1521504.04,208118.16,4125944.42,140140.46,18.31787299,2864748.15
"St. Louis, MO-IL",Black,75%,45492547.15,12041507.49,33451039.66,4539558.54,88754239.16,3353347.98,400.3786088,62359238.51
"St. Louis, MO-IL","White, Non-Hispanic",75%,49043925.55,14620136.04,34423789.52,5001824.47,113315727.8,2909978.62,422.4860733,66951007.13
"St. Louis, MO-IL",All Students,75%,83355243.17,21820055.56,61535187.62,8296763.56,159615501,5673540.45,734.9659828,114300846.5
"Salem, OR",American Indian or Alaska Native,75%,202506.94,51227.1,151279.84,17002.94,600963.82,22102.53,1.619115431,261338.47
"Salem, OR",Asian/Pacific Islander,75%,223412.46,57685.26,165727.2,18582.62,648586.39,23461.23,1.781905373,288225.81
"Salem, OR",Hispanic,75%,3101247.05,727393.97,2373853.08,252172.02,8528800.86,352556.9,25.00830331,4006679.48
"Salem, OR",Black,75%,218486.18,55355.15,163131.03,18006.29,620608.74,25337.97,1.746555321,281953.21
"Salem, OR","White, Non-Hispanic",75%,5269580.3,1435859.69,3833720.62,452440.23,16458669.11,486244.41,41.74912571,6792428.66
"Salem, OR",All Students,75%,8639442.08,2046350.18,6593091.89,710071.09,24381113.83,945381.52,69.59362003,11160228.46
"Salt Lake City, UT",American Indian or Alaska Native,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Salt Lake City, UT",Asian/Pacific Islander,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Salt Lake City, UT",Hispanic,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Salt Lake City, UT",Black,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Salt Lake City, UT","White, Non-Hispanic",75%,22859081.43,6806160.32,16052921.12,2398069.58,89179831.48,1418404.59,199.6858596,31191867.57
"Salt Lake City, UT",All Students,75%,36084099.36,9430004.38,26654094.98,3799159.87,131591956.6,2554944.33,321.876716,49436422.28
"San Antonio, TX",American Indian or Alaska Native,75%,372372.39,96474.15,275898.24,32593.68,566889.68,23638.71,3.621047134,509997.57
"San Antonio, TX",Asian/Pacific Islander,75%,786455.94,216544.41,569911.53,67732.99,1191609.03,44569.38,7.584825154,1075236.72
"San Antonio, TX",Hispanic,75%,67634429.34,16107357.33,51527072.01,6054635.67,104216573.9,4681946.26,664.6535098,92840118.3
"San Antonio, TX",Black,75%,9651779.43,2442279.25,7209500.17,838964.3,14165962.11,653717.23,94.14307967,13227577.75
"San Antonio, TX","White, Non-Hispanic",75%,22417564.31,6270500.47,16147063.84,1937390.95,34693297.41,1247539.48,215.7201274,30634679.09
"San Antonio, TX",All Students,75%,100404163.1,23988645.98,76415517.16,8810384.44,145980627.9,6646356,986.3076005,137810963.5
"San Diego-Carlsbad-San Marcos, CA",American Indian or Alaska Native,75%,1879041.27,541457.34,1337583.93,223760.05,6379668.57,107672.4,12.83155541,2474264.76
"San Diego-Carlsbad-San Marcos, CA",Asian/Pacific Islander,75%,8222851.07,2480275.37,5742575.7,981357.59,29343674.25,425590.24,55.74435135,10816728.94
"San Diego-Carlsbad-San Marcos, CA",Hispanic,75%,72632061.53,20102388.81,52529672.73,8716479.66,246482326,4284195.18,499.0307137,95720848.83
"San Diego-Carlsbad-San Marcos, CA",Black,75%,12055660,3405042.74,8650617.27,1441283.26,40929657.75,725704.55,82.57879807,15881286.38
"San Diego-Carlsbad-San Marcos, CA","White, Non-Hispanic",75%,37591218.52,11862173.55,25729044.96,4466233.57,137057742.6,1802015.94,252.9125779,49397912.24
"San Diego-Carlsbad-San Marcos, CA",All Students,75%,145597197.6,40728140.71,104869056.9,17227708.7,467657351.1,8223437.23,998.7635617,191838344.5
"San Francisco-Oakland-Fremont, CA",American Indian or Alaska Native,75%,1921058.18,584556.72,1336501.46,224483.74,6832112.8,100918.68,10.09806929,2469996.72
"San Francisco-Oakland-Fremont, CA",Asian/Pacific Islander,75%,23017652.56,7353456.41,15664196.15,2675408.7,83886622.6,1101945.58,119.9694025,29564651.43
"San Francisco-Oakland-Fremont, CA",Hispanic,75%,60046089.19,17484748.09,42561341.1,7094565.03,215306238.2,3318306.25,317.9364258,77272232.54
"San Francisco-Oakland-Fremont, CA",Black,75%,39789412.22,11774963.32,28014448.9,4702457.32,145007154.1,2215420.81,210.127254,51187941.47
"San Francisco-Oakland-Fremont, CA","White, Non-Hispanic",75%,39127868.02,13104502.32,26023365.69,4517053.09,145252013.8,1705171.18,202.1673129,50204844.69
"San Francisco-Oakland-Fremont, CA",All Students,75%,222029611.9,66132356.68,155897255.2,26145787.15,800992932,11676493.98,1171.285492,285597814.1
"San Jose-Sunnyvale-Santa Clara, CA",American Indian or Alaska Native,75%,752600.63,228584.46,524016.17,85090.47,2697705.68,40851.6,3.376812817,954616.21
"San Jose-Sunnyvale-Santa Clara, CA",Asian/Pacific Islander,75%,11128084.81,3693639.72,7434445.09,1241466.13,41373054.91,515004.4,49.31490074,14094853.41
"San Jose-Sunnyvale-Santa Clara, CA",Hispanic,75%,34777532.51,9966182.09,24811350.42,3980817.65,124592353.5,2000131.45,157.2119013,44151180.24
"San Jose-Sunnyvale-Santa Clara, CA",Black,75%,3551380.4,1082377.55,2469002.85,401477.22,12771822.27,199158.97,15.92722719,4504412.8
"San Jose-Sunnyvale-Santa Clara, CA","White, Non-Hispanic",75%,17956406.46,6031631.08,11924775.38,2009303.49,68692301.4,805709.73,79.43482595,22738997.49
"San Jose-Sunnyvale-Santa Clara, CA",All Students,75%,90543081.36,27239021.3,63304060.06,10187941.24,313149049.8,4843366.15,406.7663764,114863837.3
"San Louis Obispo-Paso Robles, CA",American Indian or Alaska Native,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"San Louis Obispo-Paso Robles, CA",Asian/Pacific Islander,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"San Louis Obispo-Paso Robles, CA",Hispanic,75%,2167697.48,593518.36,1574179.13,259114.69,7441177.86,225120.84,15.08571899,2757994.22
"San Louis Obispo-Paso Robles, CA",Black,75%,187237.6,50152.04,137085.56,22450.45,639752.89,20443.61,1.307513863,238291.23
"San Louis Obispo-Paso Robles, CA","White, Non-Hispanic",75%,2860280.99,880928.47,1979352.52,338411.7,10418413.96,246029.08,19.51359407,3633384.28
"San Louis Obispo-Paso Robles, CA",All Students,75%,6109210.29,1665273.25,4443937.04,716857.65,19134289.16,612916.48,42.54581724,7773281.12
"Santa Barbara-Santa Maria-Goleta, CA",American Indian or Alaska Native,75%,200317.22,55117.31,145199.91,22342.18,652375.04,17962.38,1.272060106,256361.71
"Santa Barbara-Santa Maria-Goleta, CA",Asian/Pacific Islander,75%,731122.19,213628.28,517493.91,80388.51,2358179.18,60860.46,4.60223423,934854.83
"Santa Barbara-Santa Maria-Goleta, CA",Hispanic,75%,11805420.4,3106684.24,8698736.16,1327211.47,38237792.74,1064578.35,75.42797454,15117640.82
"Santa Barbara-Santa Maria-Goleta, CA",Black,75%,446448.16,123007.78,323440.38,49741.77,1447089.05,43378.07,2.83450255,571343.83
"Santa Barbara-Santa Maria-Goleta, CA","White, Non-Hispanic",75%,5847742.91,1783636.49,4064106.42,646167.74,20530589.04,447025.97,36.56606157,7472327.35
"Santa Barbara-Santa Maria-Goleta, CA",All Students,75%,24203618.58,6431898.67,17771719.91,2702631.01,76033479.45,2191430.4,154.4398,30990259.23
"Santa Cruz-Watsonville, CA",American Indian or Alaska Native,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Santa Cruz-Watsonville, CA",Asian/Pacific Islander,75%,336941.26,99022.42,237918.83,37440.19,1106002.99,28529.71,1.899332254,420762.79
"Santa Cruz-Watsonville, CA",Hispanic,75%,6098960.41,1587714.42,4511245.99,694080.34,19933613.81,577894.98,34.98296728,7623976.29
"Santa Cruz-Watsonville, CA",Black,75%,142201.65,39738.64,102463.01,15956.21,464364.93,14338.3,0.807637158,177655.3
"Santa Cruz-Watsonville, CA","White, Non-Hispanic",75%,2625648.32,807693.06,1817955.26,292928.27,9318985.68,209574.87,14.69449063,3277468.24
"Santa Cruz-Watsonville, CA",All Students,75%,11706465.7,3170610.53,8535855.17,1316609.63,37337907.53,1094788.28,66.78415686,14628940.42
"Santa Rosa-Petaluma, CA",American Indian or Alaska Native,75%,635146.17,190788.5,444357.66,73368.65,2275800.61,52753.32,4.083389714,818530.67
"Santa Rosa-Petaluma, CA",Asian/Pacific Islander,75%,554478.4,171922.36,382556.03,63538.53,1976584.89,42725.41,3.54547412,714166.78
